Complaint_ID,Customer_ID,Complaint_Type,Priority,Created_Date,Closed_Date,TAT_Hours,Status
CMP00347,C100690,Meter Issue,Low,2025-09-09,2025-09-12,81.8,Closed
CMP00348,C100833,Billing Issue,Low,2025-07-27,2025-08-01,121.17,Closed
CMP00349,C100683,Billing Issue,Medium,2025-07-23,2025-07-26,72.37,Closed
CMP00350,C100338,No Gas Supply,Low,2025-03-30,2025-03-30,2.79,Closed
CMP00351,C100858,No Gas Supply,Medium,2025-05-20,,,Pending
CMP00352,C100851,No Gas Supply,Low,2025-11-12,2025-11-12,2.2,Closed
CMP00353,C100901,Meter Issue,Medium,2025-01-06,,,Pending
CMP00354,C100081,Gas Leakage,High,2025-03-30,2025-03-30,1.36,Closed
CMP00355,C100006,Gas Leakage,High,2025-03-23,2025-03-23,1.21,Closed
CMP00356,C100917,No Gas Supply,Low,2025-02-20,2025-02-20,2.85,Closed
CMP00357,C100835,No Gas Supply,Low,2025-03-16,2025-03-16,2.29,Closed
CMP00358,C100798,Gas Leakage,High,2025-08-14,,,Pending
CMP00359,C100148,Meter Issue,Medium,2025-03-13,2025-03-19,164.61,Closed
CMP00360,C100508,Billing Issue,Medium,2025-07-13,2025-07-15,49.83,Closed
CMP00361,C100686,No Gas Supply,Low,2025-08-05,2025-08-05,1.86,Closed
CMP00362,C100565,No Gas Supply,Low,2025-11-23,2025-11-23,2.38,Closed
CMP00363,C100675,No Gas Supply,Medium,2025-06-28,2025-06-28,2.96,Closed
CMP00364,C100973,Billing Issue,Medium,2025-06-20,2025-06-25,134.31,Closed
CMP00365,C100808,Low Pressure,Medium,2025-09-04,,,Pending
CMP00366,C100275,Billing Issue,Low,2025-10-02,2025-10-05,90.27,Closed
CMP00367,C100401,Billing Issue,Medium,2025-09-19,,,Pending
CMP00368,C100785,Gas Leakage,High,2025-08-04,2025-08-04,2.77,Closed
CMP00369,C100693,Meter Issue,Medium,2025-02-18,2025-02-23,132.78,Closed
CMP00370,C100579,Billing Issue,Low,2025-08-02,2025-08-04,71.34,Closed
CMP00371,C100645,Gas Leakage,High,2025-11-27,,,Pending
CMP00372,C100481,Gas Leakage,High,2025-07-22,2025-07-22,1.44,Closed
CMP00373,C100685,Billing Issue,Low,2025-07-17,2025-07-21,107.44,Closed
CMP00374,C100487,Meter Issue,Low,2025-05-21,2025-05-27,167.87,Closed
CMP00375,C100308,Meter Issue,Medium,2025-01-11,2025-01-15,117.59,Closed
CMP00376,C100020,Billing Issue,Medium,2025-03-03,2025-03-06,83.01,Closed
CMP00377,C100252,No Gas Supply,Medium,2025-11-08,2025-11-08,2.35,Closed
CMP00378,C100400,Meter Issue,Medium,2025-02-21,2025-02-22,38.25,Closed
CMP00379,C100368,Meter Issue,Medium,2025-08-10,2025-08-14,101.6,Closed
CMP00380,C100942,Meter Issue,Medium,2025-07-21,,,Pending
CMP00381,C100364,Gas Leakage,High,2025-10-24,2025-10-24,2.04,Closed
CMP00382,C100327,Meter Issue,Low,2025-01-04,2025-01-09,131.56,Closed
CMP00383,C100562,Billing Issue,Low,2025-08-12,2025-08-18,156.21,Closed
CMP00384,C100686,Meter Issue,Low,2025-08-02,2025-08-03,32.57,Closed
CMP00385,C100845,Low Pressure,Low,2025-05-22,,,Pending
CMP00386,C100603,Low Pressure,Medium,2025-07-19,2025-07-19,16.84,Closed
CMP00387,C100562,Billing Issue,Medium,2025-11-14,2025-11-17,93.13,Closed
CMP00388,C100093,Gas Leakage,High,2025-11-10,2025-11-10,1.18,Closed
CMP00389,C100636,Billing Issue,Low,2025-07-25,2025-07-28,95.35,Closed
CMP00390,C100387,No Gas Supply,Low,2025-07-09,2025-07-09,1.53,Closed
CMP00391,C100740,No Gas Supply,Medium,2025-07-05,2025-07-05,1.4,Closed
CMP00392,C100412,Meter Issue,Low,2025-03-24,,,Pending
CMP00393,C100028,No Gas Supply,Medium,2025-10-11,2025-10-11,2.8,Closed
CMP00394,C100857,Meter Issue,Low,2025-04-26,,,Pending
CMP00395,C100545,Billing Issue,Low,2025-10-16,2025-10-20,112.11,Closed
CMP00396,C100997,No Gas Supply,Medium,2025-11-20,,,Pending
CMP00397,C100123,No Gas Supply,Low,2025-06-29,2025-06-29,1.17,Closed
CMP00398,C100807,Meter Issue,Low,2025-08-12,2025-08-15,73.11,Closed
CMP00399,C100422,Gas Leakage,High,2025-12-25,2025-12-25,0.68,Closed
CMP00400,C100490,Low Pressure,Medium,2025-12-31,,,Pending
CMP00401,C100063,Low Pressure,Medium,2025-10-03,2025-10-03,11.37,Closed
CMP00402,C100737,Meter Issue,Medium,2025-01-09,2025-01-12,76.87,Closed
CMP00403,C100688,Low Pressure,Low,2025-03-22,2025-03-22,5.13,Closed
CMP00404,C100829,Billing Issue,Low,2025-08-03,2025-08-04,34.36,Closed
CMP00405,C100889,Gas Leakage,High,2025-09-29,2025-09-29,1.6,Closed
CMP00406,C100938,Low Pressure,Medium,2025-01-01,2025-01-01,23.7,Closed
CMP00407,C100798,Gas Leakage,High,2025-01-01,,,Pending
CMP00408,C100494,Billing Issue,Medium,2025-12-21,2025-12-23,66.07,Closed
CMP00409,C100937,Gas Leakage,High,2025-03-23,,,Pending
CMP00410,C100325,Meter Issue,Low,2025-11-17,2025-11-23,156.77,Closed
CMP00411,C100850,Billing Issue,Medium,2025-02-18,2025-02-19,40.72,Closed
CMP00412,C100871,Billing Issue,Low,2025-05-19,2025-05-24,141.46,Closed
CMP00413,C100726,Meter Issue,Medium,2025-01-21,2025-01-22,42.38,Closed
CMP00414,C100178,Gas Leakage,High,2025-12-29,2025-12-29,2.21,Closed
CMP00415,C100446,No Gas Supply,Low,2025-07-12,2025-07-12,1.33,Closed
CMP00416,C100873,No Gas Supply,Low,2025-03-09,2025-03-09,2.82,Closed
CMP00417,C100036,Meter Issue,Low,2025-09-28,2025-10-04,156.07,Closed
CMP00418,C100881,Gas Leakage,High,2025-06-15,,,Pending
CMP00419,C100188,Meter Issue,Medium,2025-10-16,2025-10-18,57.13,Closed
CMP00420,C100967,Billing Issue,Medium,2025-05-11,2025-05-17,166.55,Closed
CMP00421,C100335,Meter Issue,Medium,2025-08-12,2025-08-17,125.31,Closed
CMP00422,C100277,Low Pressure,Low,2025-06-26,2025-06-26,4.96,Closed
CMP00423,C100640,Billing Issue,Low,2025-04-08,2025-04-14,149.39,Closed
CMP00424,C100678,Billing Issue,Low,2025-07-02,2025-07-05,85.51,Closed
CMP00425,C100445,Meter Issue,Low,2025-03-15,2025-03-18,85.15,Closed
CMP00426,C100502,No Gas Supply,Low,2025-03-15,,,Pending
CMP00427,C100471,Billing Issue,Medium,2025-04-24,,,Pending
CMP00428,C100427,Low Pressure,Medium,2025-01-20,,,Pending
CMP00429,C100057,No Gas Supply,Medium,2025-01-13,,,Pending
CMP00430,C100271,Billing Issue,Medium,2025-06-27,2025-06-30,88.91,Closed
CMP00431,C100730,Meter Issue,Low,2025-09-30,2025-10-02,57.19,Closed
CMP00432,C100702,Meter Issue,Low,2025-07-26,,,Pending
CMP00433,C100016,Gas Leakage,High,2025-12-19,2025-12-19,2.81,Closed
CMP00434,C100429,Gas Leakage,High,2025-11-09,,,Pending
CMP00435,C100790,Gas Leakage,High,2025-06-14,2025-06-14,2.28,Closed
CMP00436,C100732,Low Pressure,Medium,2025-03-08,2025-03-08,19.17,Closed
CMP00437,C100215,Low Pressure,Medium,2025-09-12,,,Pending
CMP00438,C100332,No Gas Supply,Low,2025-03-10,2025-03-10,2.64,Closed
CMP00439,C100592,Meter Issue,Low,2025-07-23,,,Pending
CMP00440,C100981,Billing Issue,Medium,2025-06-08,2025-06-10,61.51,Closed
CMP00441,C100103,Meter Issue,Low,2025-02-04,2025-02-09,126.17,Closed
CMP00442,C100455,No Gas Supply,Medium,2025-08-14,2025-08-14,2.5,Closed
CMP00443,C100235,Meter Issue,Low,2025-08-07,2025-08-10,76.26,Closed
CMP00444,C100509,Gas Leakage,High,2025-09-28,2025-09-28,2.13,Closed
CMP00445,C100737,Low Pressure,Low,2025-06-17,,,Pending
CMP00446,C100790,Billing Issue,Low,2025-05-26,2025-05-30,108.84,Closed
CMP00447,C100880,Meter Issue,Medium,2025-01-29,2025-02-04,150.61,Closed
CMP00448,C100906,Meter Issue,Medium,2025-01-06,2025-01-09,95.98,Closed
CMP00449,C100360,Meter Issue,Medium,2025-07-20,2025-07-23,79.94,Closed
CMP00450,C100729,Gas Leakage,High,2025-11-28,2025-11-28,2.06,Closed
CMP00451,C100832,Gas Leakage,High,2025-07-14,,,Pending
CMP00452,C100878,Billing Issue,Low,2025-03-05,,,Pending
CMP00453,C100192,Low Pressure,Medium,2025-09-13,2025-09-13,19.4,Closed
CMP00454,C100519,Gas Leakage,High,2025-09-09,,,Pending
CMP00455,C100534,Low Pressure,Low,2025-02-17,,,Pending
CMP00456,C100364,Billing Issue,Low,2025-05-26,,,Pending
CMP00457,C100923,Billing Issue,Medium,2025-07-30,2025-08-04,121.74,Closed
CMP00458,C100078,Billing Issue,Medium,2025-11-25,2025-11-28,80.46,Closed
CMP00459,C100665,Meter Issue,Low,2025-05-29,2025-06-02,108.04,Closed
CMP00460,C100543,Meter Issue,Low,2025-01-20,2025-01-26,159.28,Closed
CMP00461,C100576,Low Pressure,Medium,2025-07-03,2025-07-03,17.21,Closed
CMP00462,C100895,Billing Issue,Low,2025-01-19,2025-01-24,130.23,Closed
CMP00463,C100584,Low Pressure,Low,2025-11-02,2025-11-02,7.62,Closed
CMP00464,C100862,Gas Leakage,High,2025-03-19,2025-03-19,1.69,Closed
CMP00465,C100135,Low Pressure,Medium,2025-11-28,2025-11-28,14.48,Closed
CMP00466,C100968,Meter Issue,Medium,2025-02-07,2025-02-09,64.35,Closed
CMP00467,C100201,No Gas Supply,Medium,2025-06-10,2025-06-10,2.11,Closed
CMP00468,C100220,Gas Leakage,High,2025-05-06,2025-05-06,0.73,Closed
CMP00469,C100049,No Gas Supply,Medium,2025-06-17,2025-06-17,1.28,Closed
CMP00470,C100383,Low Pressure,Low,2025-09-30,2025-09-30,11.41,Closed
CMP00471,C100466,Low Pressure,Medium,2025-06-15,,,Pending
CMP00472,C100759,No Gas Supply,Medium,2025-03-25,2025-03-25,2.62,Closed
CMP00473,C100164,No Gas Supply,Medium,2025-02-10,2025-02-10,2.78,Closed
CMP00474,C100246,Billing Issue,Medium,2025-07-27,2025-07-29,64.34,Closed
CMP00475,C100551,Low Pressure,Low,2025-10-08,2025-10-08,22.02,Closed
CMP00476,C100552,Gas Leakage,High,2025-08-19,,,Pending
CMP00477,C100973,Low Pressure,Low,2025-01-27,2025-01-27,22.63,Closed
CMP00478,C100117,Billing Issue,Medium,2025-01-03,2025-01-06,81.16,Closed
CMP00479,C100824,Gas Leakage,High,2025-08-04,2025-08-04,1.49,Closed
CMP00480,C100210,Gas Leakage,High,2025-01-02,,,Pending
CMP00481,C100234,No Gas Supply,Low,2025-09-12,2025-09-12,1.5,Closed
CMP00482,C100260,Gas Leakage,High,2025-07-12,2025-07-12,0.81,Closed
CMP00483,C100027,Billing Issue,Low,2025-02-09,,,Pending
CMP00484,C100475,Meter Issue,Medium,2025-05-12,,,Pending
CMP00485,C100508,No Gas Supply,Medium,2025-08-23,,,Pending
CMP00486,C100075,Meter Issue,Medium,2025-08-09,2025-08-14,137.44,Closed
CMP00487,C100930,Gas Leakage,High,2025-08-14,2025-08-14,1.36,Closed
CMP00488,C100030,Meter Issue,Low,2025-01-03,2025-01-04,47.44,Closed
CMP00489,C100968,Billing Issue,Low,2025-11-06,2025-11-11,135.15,Closed
CMP00490,C100556,No Gas Supply,Low,2025-10-23,,,Pending
CMP00491,C100803,Billing Issue,Medium,2025-01-14,,,Pending
CMP00492,C100966,Meter Issue,Low,2025-05-30,2025-06-04,128.9,Closed
CMP00493,C100782,Gas Leakage,High,2025-10-02,2025-10-02,1.12,Closed
CMP00494,C100422,Meter Issue,Low,2025-07-23,,,Pending
CMP00495,C100522,Low Pressure,Low,2025-06-21,2025-06-21,18.67,Closed
CMP00496,C100508,Billing Issue,Low,2025-06-25,,,Pending
CMP00497,C100884,No Gas Supply,Medium,2025-10-02,2025-10-02,2.72,Closed
CMP00498,C100115,Gas Leakage,High,2025-07-23,2025-07-23,1.85,Closed
CMP00499,C100527,Low Pressure,Low,2025-09-18,2025-09-18,20.07,Closed
CMP00500,C100235,Gas Leakage,High,2025-08-27,2025-08-27,1.32,Closed
CMP00501,C100505,Meter Issue,Medium,2025-06-23,2025-06-28,138.91,Closed
CMP00502,C100671,Billing Issue,Medium,2025-02-24,2025-03-01,137.83,Closed
CMP00503,C100245,Low Pressure,Low,2025-08-22,,,Pending
CMP00504,C100980,Billing Issue,Medium,2025-02-08,,,Pending
CMP00505,C100917,Meter Issue,Medium,2025-08-18,,,Pending
CMP00506,C100025,Billing Issue,Low,2025-01-15,2025-01-20,142.43,Closed
CMP00507,C100196,Low Pressure,Medium,2025-09-04,2025-09-04,14.86,Closed
CMP00508,C100345,Billing Issue,Medium,2025-07-11,,,Pending
CMP00509,C100397,Billing Issue,Medium,2025-05-06,,,Pending
CMP00510,C100751,Gas Leakage,High,2025-02-17,2025-02-17,1.31,Closed
CMP00511,C100483,Meter Issue,Medium,2025-10-18,2025-10-24,151.51,Closed
CMP00512,C100680,Meter Issue,Low,2025-04-18,2025-04-23,143.79,Closed
CMP00513,C100882,No Gas Supply,Low,2025-08-31,,,Pending
CMP00514,C100408,No Gas Supply,Medium,2025-01-03,2025-01-03,1.73,Closed
CMP00515,C100261,Meter Issue,Medium,2025-05-02,2025-05-07,131.48,Closed
CMP00516,C100537,Billing Issue,Medium,2025-12-22,2025-12-26,102.39,Closed
CMP00517,C100316,Low Pressure,Low,2025-05-22,2025-05-22,18.53,Closed
CMP00518,C100431,Gas Leakage,High,2025-11-23,2025-11-23,2.29,Closed
CMP00519,C100945,Gas Leakage,High,2025-03-04,2025-03-04,2.26,Closed
CMP00520,C100155,Billing Issue,Low,2025-05-20,,,Pending
CMP00521,C100995,Meter Issue,Medium,2025-06-18,2025-06-21,86.39,Closed
CMP00522,C100463,Low Pressure,Medium,2025-05-17,,,Pending
CMP00523,C100532,Gas Leakage,High,2025-07-19,2025-07-19,2.94,Closed
CMP00524,C100096,Meter Issue,Medium,2025-08-06,2025-08-10,118.0,Closed
CMP00525,C100818,Meter Issue,Low,2025-06-08,2025-06-12,98.42,Closed
CMP00526,C100408,Low Pressure,Medium,2025-07-11,2025-07-11,9.94,Closed
CMP00527,C100628,Meter Issue,Medium,2025-04-18,2025-04-21,84.99,Closed
CMP00528,C100711,Gas Leakage,High,2025-11-22,,,Pending
CMP00529,C100170,Low Pressure,Medium,2025-03-26,2025-03-26,23.73,Closed
CMP00530,C100282,Gas Leakage,High,2025-02-23,2025-02-23,1.47,Closed
CMP00531,C100668,No Gas Supply,Low,2025-06-15,2025-06-15,1.79,Closed
CMP00532,C100275,Low Pressure,Medium,2025-01-20,2025-01-20,6.36,Closed
CMP00533,C100240,Low Pressure,Medium,2025-09-18,2025-09-18,10.74,Closed
CMP00534,C100980,Billing Issue,Low,2025-07-17,2025-07-18,33.6,Closed
CMP00535,C100008,Billing Issue,Low,2025-02-14,2025-02-16,64.87,Closed
CMP00536,C100101,Gas Leakage,High,2025-12-30,2025-12-30,1.58,Closed
CMP00537,C100034,Gas Leakage,High,2025-12-13,,,Pending
CMP00538,C100409,Gas Leakage,High,2025-04-30,2025-04-30,1.86,Closed
CMP00539,C100758,Low Pressure,Low,2025-02-02,2025-02-02,6.09,Closed
CMP00540,C100401,Meter Issue,Medium,2025-10-06,2025-10-09,95.35,Closed
CMP00541,C100372,Meter Issue,Medium,2025-01-09,,,Pending
CMP00542,C100773,No Gas Supply,Medium,2025-05-26,2025-05-26,2.99,Closed
CMP00543,C100327,Gas Leakage,High,2025-01-25,2025-01-25,2.26,Closed
CMP00544,C100109,Billing Issue,Medium,2025-10-21,2025-10-27,153.48,Closed
CMP00545,C100690,Meter Issue,Low,2025-04-04,2025-04-09,122.13,Closed
CMP00546,C100345,Billing Issue,Medium,2025-04-11,2025-04-13,48.69,Closed
CMP00547,C100129,Billing Issue,Low,2025-06-10,2025-06-13,89.57,Closed
CMP00548,C100794,No Gas Supply,Medium,2025-07-04,,,Pending
CMP00549,C100645,Low Pressure,Medium,2025-07-30,,,Pending
CMP00550,C100071,Low Pressure,Medium,2025-04-27,2025-04-27,8.0,Closed
CMP00551,C100559,No Gas Supply,Medium,2025-07-05,2025-07-05,2.22,Closed
CMP00552,C100526,Meter Issue,Medium,2025-02-10,2025-02-11,31.16,Closed
CMP00553,C100255,No Gas Supply,Low,2025-03-29,2025-03-29,2.2,Closed
CMP00554,C100467,Billing Issue,Low,2025-07-23,2025-07-28,136.42,Closed
CMP00555,C100314,No Gas Supply,Medium,2025-06-21,2025-06-21,1.74,Closed
CMP00556,C100859,Billing Issue,Low,2025-04-14,2025-04-19,128.06,Closed
CMP00557,C100085,Low Pressure,Medium,2025-06-15,2025-06-15,6.85,Closed
CMP00558,C100791,Gas Leakage,High,2025-03-09,2025-03-09,1.87,Closed
CMP00559,C100015,Billing Issue,Low,2025-10-20,2025-10-25,136.72,Closed
CMP00560,C100714,Meter Issue,Medium,2025-06-23,2025-06-29,162.66,Closed
CMP00561,C100336,Meter Issue,Low,2025-12-29,2026-01-03,140.71,Closed
CMP00562,C100613,Low Pressure,Medium,2025-01-07,,,Pending
CMP00563,C100818,Meter Issue,Low,2025-02-21,2025-02-24,94.29,Closed
CMP00564,C100858,Meter Issue,Medium,2025-05-16,2025-05-19,87.98,Closed
CMP00565,C100292,Low Pressure,Medium,2025-08-30,2025-08-30,13.17,Closed
CMP00566,C100064,Gas Leakage,High,2025-11-16,,,Pending
CMP00567,C100317,Gas Leakage,High,2025-01-11,2025-01-11,1.48,Closed
CMP00568,C100767,Billing Issue,Low,2025-02-09,,,Pending
CMP00569,C100289,Meter Issue,Low,2025-01-27,2025-01-30,72.2,Closed
CMP00570,C100011,No Gas Supply,Medium,2025-06-23,2025-06-23,1.94,Closed
CMP00571,C100457,No Gas Supply,Medium,2025-06-23,,,Pending
CMP00572,C100272,Low Pressure,Low,2025-12-22,2025-12-22,7.06,Closed
CMP00573,C100244,Meter Issue,Medium,2025-12-07,,,Pending
CMP00574,C100475,Meter Issue,Low,2025-04-09,2025-04-10,32.55,Closed
CMP00575,C100081,Low Pressure,Low,2025-10-31,,,Pending
CMP00576,C100921,Gas Leakage,High,2025-11-24,2025-11-24,1.09,Closed
CMP00577,C100490,No Gas Supply,Medium,2025-06-06,2025-06-06,1.19,Closed
CMP00578,C100933,Gas Leakage,High,2025-08-10,2025-08-10,0.7,Closed
CMP00579,C100698,Meter Issue,Medium,2025-02-19,2025-02-24,124.54,Closed
CMP00580,C100337,Low Pressure,Medium,2025-03-06,2025-03-06,8.05,Closed
CMP00581,C100369,Meter Issue,Low,2025-01-02,2025-01-06,101.69,Closed
CMP00582,C100843,Gas Leakage,High,2025-02-26,2025-02-26,1.75,Closed
CMP00583,C100890,Gas Leakage,High,2025-07-08,2025-07-08,0.87,Closed
CMP00584,C100231,No Gas Supply,Medium,2025-06-27,2025-06-27,2.08,Closed
CMP00585,C100461,Gas Leakage,High,2025-05-23,2025-05-23,1.46,Closed
CMP00586,C100708,No Gas Supply,Medium,2025-07-18,2025-07-18,1.81,Closed
CMP00587,C100259,Meter Issue,Medium,2025-08-11,2025-08-16,129.27,Closed
CMP00588,C100138,No Gas Supply,Medium,2025-01-03,2025-01-03,1.79,Closed
CMP00589,C100469,Billing Issue,Medium,2025-02-26,2025-03-03,143.12,Closed
CMP00590,C100113,No Gas Supply,Low,2025-07-12,,,Pending
CMP00591,C100090,Low Pressure,Medium,2025-04-04,2025-04-04,22.75,Closed
CMP00592,C100748,No Gas Supply,Medium,2025-07-06,2025-07-06,1.35,Closed
CMP00593,C100954,Gas Leakage,High,2025-05-08,2025-05-08,0.93,Closed
CMP00594,C100939,Billing Issue,Medium,2025-02-17,2025-02-20,80.12,Closed
CMP00595,C100724,No Gas Supply,Low,2025-03-20,2025-03-20,2.31,Closed
CMP00596,C100042,Gas Leakage,High,2025-07-13,2025-07-13,2.32,Closed
CMP00597,C100984,Meter Issue,Low,2025-07-02,2025-07-04,67.84,Closed
CMP00598,C100011,Gas Leakage,High,2025-06-08,,,Pending
CMP00599,C100984,Gas Leakage,High,2025-12-20,2025-12-20,2.45,Closed
CMP00600,C100830,No Gas Supply,Medium,2025-02-15,2025-02-15,1.61,Closed
CMP00601,C100702,Low Pressure,Medium,2025-06-01,,,Pending
CMP00602,C100317,No Gas Supply,Medium,2025-07-13,2025-07-13,2.89,Closed
CMP00603,C100051,Gas Leakage,High,2025-03-11,,,Pending
CMP00604,C100864,No Gas Supply,Medium,2025-11-06,2025-11-06,1.54,Closed
CMP00605,C100806,Billing Issue,Low,2025-04-11,,,Pending
CMP00606,C100877,Meter Issue,Low,2025-11-24,,,Pending
CMP00607,C100415,No Gas Supply,Medium,2025-11-10,2025-11-10,1.7,Closed
CMP00608,C100363,No Gas Supply,Medium,2025-01-29,,,Pending
CMP00609,C100156,Gas Leakage,High,2025-06-28,2025-06-28,1.65,Closed
CMP00610,C100394,Low Pressure,Medium,2025-06-30,,,Pending
CMP00611,C100644,Meter Issue,Low,2025-06-11,2025-06-14,93.37,Closed
CMP00612,C100411,Billing Issue,Medium,2025-05-07,,,Pending
CMP00613,C100917,Meter Issue,Low,2025-07-11,2025-07-13,60.36,Closed
CMP00614,C100628,Meter Issue,Medium,2025-01-06,,,Pending
CMP00615,C100795,Meter Issue,Low,2025-10-03,2025-10-06,95.87,Closed
CMP00616,C100051,Low Pressure,Low,2025-05-22,,,Pending
CMP00617,C100931,Meter Issue,Low,2025-07-24,2025-07-27,88.37,Closed
CMP00618,C100134,Low Pressure,Medium,2025-04-20,,,Pending
CMP00619,C100786,Billing Issue,Low,2025-11-16,2025-11-17,34.17,Closed
CMP00620,C100836,Meter Issue,Medium,2025-10-29,2025-11-03,143.8,Closed
CMP00621,C100957,Billing Issue,Medium,2025-06-12,2025-06-14,62.32,Closed
CMP00622,C100719,Gas Leakage,High,2025-04-30,2025-04-30,1.96,Closed
CMP00623,C100866,Billing Issue,Medium,2025-07-07,2025-07-10,73.21,Closed
CMP00624,C100278,No Gas Supply,Medium,2025-11-13,2025-11-13,1.46,Closed
CMP00625,C100169,Low Pressure,Low,2025-03-27,,,Pending
CMP00626,C100846,Gas Leakage,High,2025-08-24,2025-08-24,1.62,Closed
CMP00627,C100290,Billing Issue,Low,2025-01-15,2025-01-17,68.29,Closed
CMP00628,C100249,Gas Leakage,High,2025-10-13,2025-10-13,2.01,Closed
CMP00629,C100075,Gas Leakage,High,2025-05-20,2025-05-20,2.45,Closed
CMP00630,C100002,Low Pressure,Low,2025-08-12,2025-08-12,15.55,Closed
CMP00631,C100053,Gas Leakage,High,2025-06-10,,,Pending
CMP00632,C100652,Gas Leakage,High,2025-05-19,,,Pending
CMP00633,C100863,Billing Issue,Low,2025-01-03,,,Pending
CMP00634,C100099,Gas Leakage,High,2025-11-16,,,Pending
CMP00635,C100113,Meter Issue,Medium,2025-10-10,2025-10-13,95.25,Closed
CMP00636,C100455,Billing Issue,Medium,2025-06-02,2025-06-05,77.91,Closed
CMP00637,C100917,Gas Leakage,High,2025-03-22,2025-03-22,2.09,Closed
CMP00638,C100238,Low Pressure,Low,2025-10-07,,,Pending
CMP00639,C100203,No Gas Supply,Medium,2025-03-16,,,Pending
CMP00640,C100432,Meter Issue,Low,2025-03-18,2025-03-19,24.87,Closed
CMP00641,C100864,Gas Leakage,High,2025-05-09,2025-05-09,0.52,Closed
CMP00642,C100203,Meter Issue,Low,2025-09-30,2025-10-01,40.73,Closed
CMP00643,C100198,Low Pressure,Low,2025-10-10,2025-10-10,7.47,Closed
CMP00644,C100333,Gas Leakage,High,2025-03-26,2025-03-26,2.43,Closed
CMP00645,C100526,Meter Issue,Medium,2025-12-29,2026-01-03,143.26,Closed
CMP00646,C100409,Low Pressure,Low,2025-08-24,2025-08-24,15.55,Closed
CMP00647,C100507,Low Pressure,Medium,2025-05-22,2025-05-22,5.69,Closed
CMP00648,C100760,Low Pressure,Low,2025-07-08,2025-07-08,13.16,Closed
CMP00649,C100858,Billing Issue,Medium,2025-12-16,2025-12-20,112.23,Closed
CMP00650,C100110,Low Pressure,Low,2025-01-02,2025-01-02,23.44,Closed
CMP00651,C100635,No Gas Supply,Low,2025-06-15,2025-06-15,2.66,Closed
CMP00652,C100708,Billing Issue,Low,2025-12-29,2026-01-01,83.95,Closed
CMP00653,C100234,Low Pressure,Low,2025-06-01,2025-06-01,7.28,Closed
CMP00654,C100599,Low Pressure,Medium,2025-08-31,,,Pending
CMP00655,C100705,Billing Issue,Low,2025-12-13,,,Pending
CMP00656,C100015,Meter Issue,Low,2025-01-19,,,Pending
CMP00657,C100119,Billing Issue,Low,2025-04-02,2025-04-06,113.74,Closed
CMP00658,C100085,Billing Issue,Medium,2025-12-02,2025-12-05,90.92,Closed
CMP00659,C100058,Low Pressure,Low,2025-11-27,2025-11-27,23.37,Closed
CMP00660,C100448,No Gas Supply,Medium,2025-11-19,2025-11-19,2.97,Closed
CMP00661,C100158,Low Pressure,Low,2025-04-14,2025-04-14,20.96,Closed
CMP00662,C100089,Meter Issue,Medium,2025-11-29,2025-12-05,151.66,Closed
CMP00663,C100071,Billing Issue,Medium,2025-07-22,,,Pending
CMP00664,C100196,Low Pressure,Low,2025-06-25,2025-06-25,6.14,Closed
CMP00665,C100768,No Gas Supply,Medium,2025-11-21,2025-11-21,2.02,Closed
CMP00666,C100037,Billing Issue,Medium,2025-12-05,2025-12-06,32.78,Closed
CMP00667,C100453,Gas Leakage,High,2025-09-28,,,Pending
CMP00668,C100258,Billing Issue,Medium,2025-06-27,,,Pending
CMP00669,C100649,Gas Leakage,High,2025-08-12,,,Pending
CMP00670,C100237,Billing Issue,Medium,2025-01-04,2025-01-06,65.45,Closed
CMP00671,C100674,No Gas Supply,Medium,2025-09-04,2025-09-04,2.88,Closed
CMP00672,C100859,Low Pressure,Medium,2025-05-13,2025-05-13,21.9,Closed
CMP00673,C100975,Gas Leakage,High,2025-08-20,2025-08-20,2.11,Closed
CMP00674,C100222,No Gas Supply,Low,2025-11-24,,,Pending
CMP00675,C100327,Billing Issue,Medium,2025-03-02,2025-03-08,159.5,Closed
CMP00676,C100273,Low Pressure,Low,2025-09-09,,,Pending
CMP00677,C100453,Meter Issue,Low,2025-09-14,,,Pending
CMP00678,C100057,Meter Issue,Medium,2025-10-22,2025-10-27,135.8,Closed
CMP00679,C100636,Gas Leakage,High,2025-11-13,2025-11-13,2.25,Closed
CMP00680,C100158,Low Pressure,Medium,2025-03-03,2025-03-03,22.65,Closed
CMP00681,C100817,Billing Issue,Medium,2025-06-10,2025-06-12,53.29,Closed
CMP00682,C100474,No Gas Supply,Medium,2025-07-12,2025-07-12,2.61,Closed
CMP00683,C100590,Gas Leakage,High,2025-01-09,2025-01-09,1.68,Closed
CMP00684,C100135,Meter Issue,Low,2025-05-15,2025-05-16,43.8,Closed
CMP00685,C100218,Meter Issue,Medium,2025-12-19,2025-12-23,98.38,Closed
CMP00686,C100645,Low Pressure,Medium,2025-07-20,,,Pending
CMP00687,C100578,Gas Leakage,High,2025-03-26,2025-03-26,2.32,Closed
CMP00688,C100943,Gas Leakage,High,2025-05-02,2025-05-02,2.39,Closed
CMP00689,C100636,No Gas Supply,Medium,2025-10-19,2025-10-19,2.42,Closed
CMP00690,C100145,No Gas Supply,Medium,2025-10-16,2025-10-16,2.14,Closed
CMP00691,C100429,Meter Issue,Medium,2025-06-18,2025-06-20,59.39,Closed
CMP00692,C100614,No Gas Supply,Low,2025-10-23,,,Pending
