Reading_ID,Reading_Date,Customer_ID,Previous_Reading,Current_Reading,Consumption_SCM,Correction_Factor,Corrected_Consumption_SCM,Rate_Per_SCM,Total_Sales
R003467,2025-04-01,C100467,1699,1784,85,1.04,88.4,55,4862.0
R003468,2025-04-01,C100468,3792,3887,95,1.01,95.95,55,5277.25
R003469,2025-04-01,C100469,2438,2507,69,1.06,73.14,55,4022.7
R003470,2025-04-01,C100470,1569,1626,57,1.06,60.42,55,3323.1
R003471,2025-04-01,C100471,2456,2519,63,1.06,66.78,55,3672.9
R003472,2025-04-01,C100472,2457,2515,58,1.01,58.58,55,3221.9
R003473,2025-04-01,C100473,4841,4874,33,1.01,33.33,55,1833.15
R003474,2025-04-01,C100474,4781,4834,53,1.04,55.12,55,3031.6
R003475,2025-04-01,C100475,4125,4183,58,1.03,59.74,55,3285.7
R003476,2025-04-01,C100476,2951,3012,61,1.04,63.44,55,3489.2
R003477,2025-04-01,C100477,4995,5037,42,1.05,44.1,55,2425.5
R003478,2025-04-01,C100478,3725,3770,45,1.03,46.35,55,2549.25
R003479,2025-04-01,C100479,2045,2117,72,1.03,74.16,55,4078.8
R003480,2025-04-01,C100480,2566,2656,90,1.02,91.8,55,5049.0
R003481,2025-04-01,C100481,1569,1636,67,1.03,69.01,55,3795.55
R003482,2025-04-01,C100482,1823,1868,45,1.02,45.9,55,2524.5
R003483,2025-04-01,C100483,2530,2580,50,1.02,51.0,55,2805.0
R003484,2025-04-01,C100484,3642,3695,53,1.01,53.53,55,2944.15
R003485,2025-04-01,C100485,4347,4381,34,1.05,35.7,55,1963.5
R003486,2025-04-01,C100486,3892,3944,52,1.02,53.04,55,2917.2
R003487,2025-04-01,C100487,3734,3823,89,1.03,91.67,55,5041.85
R003488,2025-04-01,C100488,1785,1821,36,1.04,37.44,55,2059.2
R003489,2025-04-01,C100489,5030,5109,79,1.02,80.58,55,4431.9
R003490,2025-04-01,C100490,1975,2011,36,1.04,37.44,55,2059.2
R003491,2025-04-01,C100491,4085,4168,83,1.01,83.83,55,4610.65
R003492,2025-04-01,C100492,2921,2961,40,1.02,40.8,55,2244.0
R003493,2025-04-01,C100493,1519,1556,37,1.06,39.22,55,2157.1
R003494,2025-04-01,C100494,1593,1690,97,1.02,98.94,55,5441.7
R003495,2025-04-01,C100495,2477,2560,83,1.06,87.98,55,4838.9
R003496,2025-04-01,C100496,3598,3633,35,1.04,36.4,55,2002.0
R003497,2025-04-01,C100497,2044,2119,75,1.01,75.75,55,4166.25
R003498,2025-04-01,C100498,2483,2583,100,1.04,104.0,55,5720.0
R003499,2025-04-01,C100499,2336,2404,68,1.02,69.36,55,3814.8
R003500,2025-04-01,C100500,1795,1827,32,1.06,33.92,55,1865.6
R003501,2025-04-01,C100501,3984,4033,49,1.06,51.94,55,2856.7
R003502,2025-04-01,C100502,1616,1658,42,1.03,43.26,55,2379.3
R003503,2025-04-01,C100503,2934,2968,34,1.02,34.68,55,1907.4
R003504,2025-04-01,C100504,5024,5058,34,1.05,35.7,55,1963.5
R003505,2025-04-01,C100505,4321,4364,43,1.01,43.43,55,2388.65
R003506,2025-04-01,C100506,4912,4959,47,1.02,47.94,55,2636.7
R003507,2025-04-01,C100507,1247,1334,87,1.05,91.35,55,5024.25
R003508,2025-04-01,C100508,2047,2129,82,1.02,83.64,55,4600.2
R003509,2025-04-01,C100509,4938,5031,93,1.03,95.79,55,5268.45
R003510,2025-04-01,C100510,3324,3411,87,1.05,91.35,55,5024.25
R003511,2025-04-01,C100511,1883,1972,89,1.02,90.78,55,4992.9
R003512,2025-04-01,C100512,3056,3114,58,1.01,58.58,55,3221.9
R003513,2025-04-01,C100513,4199,4288,89,1.02,90.78,55,4992.9
R003514,2025-04-01,C100514,3622,3721,99,1.04,102.96,55,5662.8
R003515,2025-04-01,C100515,4686,4753,67,1.05,70.35,55,3869.25
R003516,2025-04-01,C100516,3940,3981,41,1.03,42.23,55,2322.65
R003517,2025-04-01,C100517,1416,1467,51,1.03,52.53,55,2889.15
R003518,2025-04-01,C100518,4583,4673,90,1.01,90.9,55,4999.5
R003519,2025-04-01,C100519,3421,3500,79,1.06,83.74,55,4605.7
R003520,2025-04-01,C100520,2984,3014,30,1.06,31.8,55,1749.0
R003521,2025-04-01,C100521,5149,5198,49,1.02,49.98,55,2748.9
R003522,2025-04-01,C100522,2544,2639,95,1.01,95.95,55,5277.25
R003523,2025-04-01,C100523,1243,1293,50,1.04,52.0,55,2860.0
R003524,2025-04-01,C100524,1557,1648,91,1.01,91.91,55,5055.05
R003525,2025-04-01,C100525,3176,3243,67,1.03,69.01,55,3795.55
R003526,2025-04-01,C100526,1511,1588,77,1.02,78.54,55,4319.7
R003527,2025-04-01,C100527,2914,2948,34,1.02,34.68,55,1907.4
R003528,2025-04-01,C100528,2679,2727,48,1.02,48.96,55,2692.8
R003529,2025-04-01,C100529,1870,1942,72,1.01,72.72,55,3999.6
R003530,2025-04-01,C100530,2017,2083,66,1.05,69.3,55,3811.5
R003531,2025-04-01,C100531,2994,3036,42,1.02,42.84,55,2356.2
R003532,2025-04-01,C100532,1892,1962,70,1.02,71.4,55,3927.0
R003533,2025-04-01,C100533,2068,2105,37,1.03,38.11,55,2096.05
R003534,2025-04-01,C100534,2271,2318,47,1.05,49.35,55,2714.25
R003535,2025-04-01,C100535,2301,2385,84,1.04,87.36,55,4804.8
R003536,2025-04-01,C100536,2142,2202,60,1.02,61.2,55,3366.0
R003537,2025-04-01,C100537,5108,5193,85,1.02,86.7,55,4768.5
R003538,2025-04-01,C100538,2388,2442,54,1.04,56.16,55,3088.8
R003539,2025-04-01,C100539,2830,2889,59,1.01,59.59,55,3277.45
R003540,2025-04-01,C100540,4857,4946,89,1.02,90.78,55,4992.9
R003541,2025-04-01,C100541,4907,4995,88,1.03,90.64,55,4985.2
R003542,2025-04-01,C100542,5078,5162,84,1.02,85.68,55,4712.4
R003543,2025-04-01,C100543,2811,2855,44,1.03,45.32,55,2492.6
R003544,2025-04-01,C100544,2262,2316,54,1.05,56.7,55,3118.5
R003545,2025-04-01,C100545,2601,2668,67,1.03,69.01,55,3795.55
R003546,2025-04-01,C100546,1304,1356,52,1.04,54.08,55,2974.4
R003547,2025-04-01,C100547,4174,4248,74,1.05,77.7,55,4273.5
R003548,2025-04-01,C100548,2308,2357,49,1.05,51.45,55,2829.75
R003549,2025-04-01,C100549,2167,2233,66,1.03,67.98,55,3738.9
R003550,2025-04-01,C100550,4697,4768,71,1.05,74.55,55,4100.25
R003551,2025-04-01,C100551,3363,3426,63,1.02,64.26,55,3534.3
R003552,2025-04-01,C100552,1944,2030,86,1.03,88.58,55,4871.9
R003553,2025-04-01,C100553,1409,1465,56,1.05,58.8,55,3234.0
R003554,2025-04-01,C100554,3910,4009,99,1.02,100.98,55,5553.9
R003555,2025-04-01,C100555,2926,3013,87,1.04,90.48,55,4976.4
R003556,2025-04-01,C100556,1517,1611,94,1.01,94.94,55,5221.7
R003557,2025-04-01,C100557,4160,4208,48,1.03,49.44,55,2719.2
R003558,2025-04-01,C100558,2630,2708,78,1.02,79.56,55,4375.8
R003559,2025-04-01,C100559,1714,1760,46,1.02,46.92,55,2580.6
R003560,2025-04-01,C100560,1889,1983,94,1.03,96.82,55,5325.1
R003561,2025-04-01,C100561,4421,4489,68,1.03,70.04,55,3852.2
R003562,2025-04-01,C100562,3714,3768,54,1.03,55.62,55,3059.1
R003563,2025-04-01,C100563,3158,3220,62,1.03,63.86,55,3512.3
R003564,2025-04-01,C100564,2715,2791,76,1.02,77.52,55,4263.6
R003565,2025-04-01,C100565,2118,2164,46,1.03,47.38,55,2605.9
R003566,2025-04-01,C100566,4394,4468,74,1.05,77.7,55,4273.5
R003567,2025-04-01,C100567,3978,4022,44,1.04,45.76,55,2516.8
R003568,2025-04-01,C100568,3289,3380,91,1.05,95.55,55,5255.25
R003569,2025-04-01,C100569,2171,2249,78,1.04,81.12,55,4461.6
R003570,2025-04-01,C100570,2881,2931,50,1.03,51.5,55,2832.5
R003571,2025-04-01,C100571,5069,5140,71,1.03,73.13,55,4022.15
R003572,2025-04-01,C100572,1237,1297,60,1.04,62.4,55,3432.0
R003573,2025-04-01,C100573,3038,3092,54,1.04,56.16,55,3088.8
R003574,2025-04-01,C100574,4621,4703,82,1.04,85.28,55,4690.4
R003575,2025-04-01,C100575,2602,2690,88,1.05,92.4,55,5082.0
R003576,2025-04-01,C100576,1324,1362,38,1.02,38.76,55,2131.8
R003577,2025-04-01,C100577,2294,2332,38,1.05,39.9,55,2194.5
R003578,2025-04-01,C100578,3288,3370,82,1.03,84.46,55,4645.3
R003579,2025-04-01,C100579,3647,3682,35,1.05,36.75,55,2021.25
R003580,2025-04-01,C100580,1401,1492,91,1.01,91.91,55,5055.05
R003581,2025-04-01,C100581,4499,4594,95,1.06,100.7,55,5538.5
R003582,2025-04-01,C100582,1488,1522,34,1.03,35.02,55,1926.1
R003583,2025-04-01,C100583,2644,2690,46,1.05,48.3,55,2656.5
R003584,2025-04-01,C100584,1366,1431,65,1.05,68.25,55,3753.75
R003585,2025-04-01,C100585,5053,5133,80,1.03,82.4,55,4532.0
R003586,2025-04-01,C100586,3823,3863,40,1.05,42.0,55,2310.0
R003587,2025-04-01,C100587,2207,2300,93,1.06,98.58,55,5421.9
R003588,2025-04-01,C100588,4386,4425,39,1.04,40.56,55,2230.8
R003589,2025-04-01,C100589,3561,3630,69,1.01,69.69,55,3832.95
R003590,2025-04-01,C100590,3057,3146,89,1.05,93.45,55,5139.75
R003591,2025-04-01,C100591,3605,3699,94,1.01,94.94,55,5221.7
R003592,2025-04-01,C100592,3698,3749,51,1.04,53.04,55,2917.2
R003593,2025-04-01,C100593,4122,4212,90,1.04,93.6,55,5148.0
R003594,2025-04-01,C100594,4641,4702,61,1.02,62.22,55,3422.1
R003595,2025-04-01,C100595,2390,2440,50,1.02,51.0,55,2805.0
R003596,2025-04-01,C100596,3386,3450,64,1.06,67.84,55,3731.2
R003597,2025-04-01,C100597,2852,2943,91,1.05,95.55,55,5255.25
R003598,2025-04-01,C100598,2662,2736,74,1.04,76.96,55,4232.8
R003599,2025-04-01,C100599,2528,2582,54,1.04,56.16,55,3088.8
R003600,2025-04-01,C100600,1846,1935,89,1.01,89.89,55,4943.95
R003601,2025-04-01,C100601,4958,5020,62,1.04,64.48,55,3546.4
R003602,2025-04-01,C100602,1747,1787,40,1.01,40.4,55,2222.0
R003603,2025-04-01,C100603,4223,4294,71,1.03,73.13,55,4022.15
R003604,2025-04-01,C100604,1953,2050,97,1.03,99.91,55,5495.05
R003605,2025-04-01,C100605,2625,2712,87,1.05,91.35,55,5024.25
R003606,2025-04-01,C100606,3245,3337,92,1.06,97.52,55,5363.6
R003607,2025-04-01,C100607,4325,4415,90,1.02,91.8,55,5049.0
R003608,2025-04-01,C100608,2859,2923,64,1.06,67.84,55,3731.2
R003609,2025-04-01,C100609,3686,3749,63,1.02,64.26,55,3534.3
R003610,2025-04-01,C100610,2930,2996,66,1.05,69.3,55,3811.5
R003611,2025-04-01,C100611,2219,2308,89,1.02,90.78,55,4992.9
R003612,2025-04-01,C100612,4338,4398,60,1.03,61.8,55,3399.0
R003613,2025-04-01,C100613,3242,3302,60,1.04,62.4,55,3432.0
R003614,2025-04-01,C100614,4231,4276,45,1.03,46.35,55,2549.25
R003615,2025-04-01,C100615,1631,1677,46,1.02,46.92,55,2580.6
R003616,2025-04-01,C100616,3293,3341,48,1.03,49.44,55,2719.2
R003617,2025-04-01,C100617,1972,2023,51,1.03,52.53,55,2889.15
R003618,2025-04-01,C100618,1863,1898,35,1.03,36.05,55,1982.75
R003619,2025-04-01,C100619,1515,1555,40,1.06,42.4,55,2332.0
R003620,2025-04-01,C100620,2194,2244,50,1.04,52.0,55,2860.0
R003621,2025-04-01,C100621,1542,1633,91,1.02,92.82,55,5105.1
R003622,2025-04-01,C100622,1223,1319,96,1.03,98.88,55,5438.4
R003623,2025-04-01,C100623,3727,3781,54,1.03,55.62,55,3059.1
R003624,2025-04-01,C100624,4468,4507,39,1.03,40.17,55,2209.35
R003625,2025-04-01,C100625,4598,4656,58,1.02,59.16,55,3253.8
R003626,2025-04-01,C100626,2348,2382,34,1.02,34.68,55,1907.4
R003627,2025-04-01,C100627,4620,4697,77,1.05,80.85,55,4446.75
R003628,2025-04-01,C100628,3163,3229,66,1.02,67.32,55,3702.6
R003629,2025-04-01,C100629,2099,2163,64,1.05,67.2,55,3696.0
R003630,2025-04-01,C100630,5059,5150,91,1.01,91.91,55,5055.05
R003631,2025-04-01,C100631,4993,5083,90,1.03,92.7,55,5098.5
R003632,2025-04-01,C100632,5100,5142,42,1.05,44.1,55,2425.5
R003633,2025-04-01,C100633,2588,2647,59,1.06,62.54,55,3439.7
R003634,2025-04-01,C100634,2848,2925,77,1.06,81.62,55,4489.1
R003635,2025-04-01,C100635,3977,4023,46,1.04,47.84,55,2631.2
R003636,2025-04-01,C100636,1370,1419,49,1.04,50.96,55,2802.8
R003637,2025-04-01,C100637,3618,3700,82,1.04,85.28,55,4690.4
R003638,2025-04-01,C100638,2268,2331,63,1.02,64.26,55,3534.3
R003639,2025-04-01,C100639,3105,3191,86,1.02,87.72,55,4824.6
R003640,2025-04-01,C100640,2572,2629,57,1.04,59.28,55,3260.4
R003641,2025-04-01,C100641,4044,4138,94,1.05,98.7,55,5428.5
R003642,2025-04-01,C100642,2689,2724,35,1.03,36.05,55,1982.75
R003643,2025-04-01,C100643,4833,4911,78,1.06,82.68,55,4547.4
R003644,2025-04-01,C100644,4129,4211,82,1.06,86.92,55,4780.6
R003645,2025-04-01,C100645,4027,4073,46,1.05,48.3,55,2656.5
R003646,2025-04-01,C100646,1509,1557,48,1.04,49.92,55,2745.6
R003647,2025-04-01,C100647,3253,3334,81,1.03,83.43,55,4588.65
R003648,2025-04-01,C100648,2388,2473,85,1.06,90.1,55,4955.5
R003649,2025-04-01,C100649,4661,4758,97,1.03,99.91,55,5495.05
R003650,2025-04-01,C100650,3714,3768,54,1.05,56.7,55,3118.5
R003651,2025-04-01,C100651,4213,4284,71,1.03,73.13,55,4022.15
R003652,2025-04-01,C100652,1812,1859,47,1.06,49.82,55,2740.1
R003653,2025-04-01,C100653,2803,2842,39,1.04,40.56,55,2230.8
R003654,2025-04-01,C100654,2421,2477,56,1.04,58.24,55,3203.2
R003655,2025-04-01,C100655,2114,2190,76,1.03,78.28,55,4305.4
R003656,2025-04-01,C100656,2819,2899,80,1.04,83.2,55,4576.0
R003657,2025-04-01,C100657,2944,3036,92,1.03,94.76,55,5211.8
R003658,2025-04-01,C100658,1364,1394,30,1.03,30.9,55,1699.5
R003659,2025-04-01,C100659,1211,1259,48,1.02,48.96,55,2692.8
R003660,2025-04-01,C100660,5079,5166,87,1.02,88.74,55,4880.7
R003661,2025-04-01,C100661,2292,2330,38,1.05,39.9,55,2194.5
R003662,2025-04-01,C100662,5038,5138,100,1.01,101.0,55,5555.0
R003663,2025-04-01,C100663,1524,1597,73,1.04,75.92,55,4175.6
R003664,2025-04-01,C100664,3410,3499,89,1.04,92.56,55,5090.8
R003665,2025-04-01,C100665,4197,4268,71,1.05,74.55,55,4100.25
R003666,2025-04-01,C100666,4202,4278,76,1.06,80.56,55,4430.8
R003667,2025-04-01,C100667,4068,4125,57,1.05,59.85,55,3291.75
R003668,2025-04-01,C100668,4797,4874,77,1.04,80.08,55,4404.4
R003669,2025-04-01,C100669,1635,1701,66,1.04,68.64,55,3775.2
R003670,2025-04-01,C100670,4575,4657,82,1.02,83.64,55,4600.2
R003671,2025-04-01,C100671,4461,4499,38,1.02,38.76,55,2131.8
R003672,2025-04-01,C100672,2336,2393,57,1.02,58.14,55,3197.7
R003673,2025-04-01,C100673,3720,3783,63,1.04,65.52,55,3603.6
R003674,2025-04-01,C100674,2923,2965,42,1.06,44.52,55,2448.6
R003675,2025-04-01,C100675,5197,5249,52,1.06,55.12,55,3031.6
R003676,2025-04-01,C100676,5035,5110,75,1.02,76.5,55,4207.5
R003677,2025-04-01,C100677,3163,3199,36,1.05,37.8,55,2079.0
R003678,2025-04-01,C100678,3434,3471,37,1.05,38.85,55,2136.75
R003679,2025-04-01,C100679,2313,2351,38,1.03,39.14,55,2152.7
R003680,2025-04-01,C100680,4255,4319,64,1.02,65.28,55,3590.4
R003681,2025-04-01,C100681,4274,4366,92,1.06,97.52,55,5363.6
R003682,2025-04-01,C100682,3712,3787,75,1.05,78.75,55,4331.25
R003683,2025-04-01,C100683,3426,3461,35,1.05,36.75,55,2021.25
R003684,2025-04-01,C100684,3950,3980,30,1.04,31.2,55,1716.0
R003685,2025-04-01,C100685,4761,4861,100,1.03,103.0,55,5665.0
R003686,2025-04-01,C100686,4808,4888,80,1.05,84.0,55,4620.0
R003687,2025-04-01,C100687,1368,1467,99,1.04,102.96,55,5662.8
R003688,2025-04-01,C100688,3218,3256,38,1.05,39.9,55,2194.5
R003689,2025-04-01,C100689,3991,4056,65,1.05,68.25,55,3753.75
R003690,2025-04-01,C100690,3745,3780,35,1.04,36.4,55,2002.0
R003691,2025-04-01,C100691,4990,5032,42,1.02,42.84,55,2356.2
R003692,2025-04-01,C100692,2392,2478,86,1.01,86.86,55,4777.3
R003693,2025-04-01,C100693,1951,2005,54,1.01,54.54,55,2999.7
R003694,2025-04-01,C100694,1601,1696,95,1.04,98.8,55,5434.0
R003695,2025-04-01,C100695,1576,1611,35,1.05,36.75,55,2021.25
R003696,2025-04-01,C100696,4275,4330,55,1.05,57.75,55,3176.25
R003697,2025-04-01,C100697,3157,3243,86,1.03,88.58,55,4871.9
R003698,2025-04-01,C100698,3744,3790,46,1.02,46.92,55,2580.6
R003699,2025-04-01,C100699,3891,3985,94,1.05,98.7,55,5428.5
R003700,2025-04-01,C100700,4869,4902,33,1.06,34.98,55,1923.9
R003701,2025-04-01,C100701,3767,3833,66,1.03,67.98,55,3738.9
R003702,2025-04-01,C100702,2030,2066,36,1.01,36.36,55,1999.8
R003703,2025-04-01,C100703,3349,3399,50,1.04,52.0,55,2860.0
R003704,2025-04-01,C100704,1557,1614,57,1.04,59.28,55,3260.4
R003705,2025-04-01,C100705,2567,2657,90,1.02,91.8,55,5049.0
R003706,2025-04-01,C100706,3723,3766,43,1.03,44.29,55,2435.95
R003707,2025-04-01,C100707,4147,4216,69,1.02,70.38,55,3870.9
R003708,2025-04-01,C100708,1818,1886,68,1.04,70.72,55,3889.6
R003709,2025-04-01,C100709,2881,2951,70,1.04,72.8,55,4004.0
R003710,2025-04-01,C100710,3325,3391,66,1.04,68.64,55,3775.2
R003711,2025-04-01,C100711,1328,1385,57,1.06,60.42,55,3323.1
R003712,2025-04-01,C100712,2853,2918,65,1.06,68.9,55,3789.5
R003713,2025-04-01,C100713,2528,2577,49,1.05,51.45,55,2829.75
R003714,2025-04-01,C100714,5153,5228,75,1.05,78.75,55,4331.25
R003715,2025-04-01,C100715,2878,2932,54,1.03,55.62,55,3059.1
R003716,2025-04-01,C100716,1891,1957,66,1.05,69.3,55,3811.5
R003717,2025-04-01,C100717,4518,4565,47,1.03,48.41,55,2662.55
R003718,2025-04-01,C100718,3453,3498,45,1.04,46.8,55,2574.0
R003719,2025-04-01,C100719,2956,3016,60,1.04,62.4,55,3432.0
R003720,2025-04-01,C100720,4640,4724,84,1.03,86.52,55,4758.6
R003721,2025-04-01,C100721,2209,2279,70,1.03,72.1,55,3965.5
R003722,2025-04-01,C100722,4401,4437,36,1.06,38.16,55,2098.8
R003723,2025-04-01,C100723,4037,4079,42,1.04,43.68,55,2402.4
R003724,2025-04-01,C100724,4274,4313,39,1.05,40.95,55,2252.25
R003725,2025-04-01,C100725,3680,3766,86,1.03,88.58,55,4871.9
R003726,2025-04-01,C100726,3915,3999,84,1.05,88.2,55,4851.0
R003727,2025-04-01,C100727,1552,1645,93,1.03,95.79,55,5268.45
R003728,2025-04-01,C100728,3060,3154,94,1.01,94.94,55,5221.7
R003729,2025-04-01,C100729,2670,2763,93,1.05,97.65,55,5370.75
R003730,2025-04-01,C100730,5144,5205,61,1.03,62.83,55,3455.65
R003731,2025-04-01,C100731,4811,4887,76,1.01,76.76,55,4221.8
R003732,2025-04-01,C100732,1200,1240,40,1.03,41.2,55,2266.0
R003733,2025-04-01,C100733,2348,2419,71,1.03,73.13,55,4022.15
R003734,2025-04-01,C100734,2930,2977,47,1.05,49.35,55,2714.25
R003735,2025-04-01,C100735,1240,1282,42,1.04,43.68,55,2402.4
R003736,2025-04-01,C100736,3074,3138,64,1.05,67.2,55,3696.0
R003737,2025-04-01,C100737,4548,4621,73,1.04,75.92,55,4175.6
R003738,2025-04-01,C100738,4146,4237,91,1.01,91.91,55,5055.05
R003739,2025-04-01,C100739,3615,3670,55,1.01,55.55,55,3055.25
R003740,2025-04-01,C100740,2354,2424,70,1.02,71.4,55,3927.0
R003741,2025-04-01,C100741,4517,4584,67,1.05,70.35,55,3869.25
R003742,2025-04-01,C100742,2049,2094,45,1.01,45.45,55,2499.75
R003743,2025-04-01,C100743,4504,4571,67,1.06,71.02,55,3906.1
R003744,2025-04-01,C100744,3039,3099,60,1.04,62.4,55,3432.0
R003745,2025-04-01,C100745,3189,3241,52,1.04,54.08,55,2974.4
R003746,2025-04-01,C100746,3834,3926,92,1.03,94.76,55,5211.8
R003747,2025-04-01,C100747,4148,4210,62,1.03,63.86,55,3512.3
R003748,2025-04-01,C100748,3451,3507,56,1.04,58.24,55,3203.2
R003749,2025-04-01,C100749,4737,4816,79,1.05,82.95,55,4562.25
R003750,2025-04-01,C100750,4828,4891,63,1.02,64.26,55,3534.3
R003751,2025-04-01,C100751,1747,1801,54,1.05,56.7,55,3118.5
R003752,2025-04-01,C100752,3129,3162,33,1.03,33.99,55,1869.45
R003753,2025-04-01,C100753,1756,1790,34,1.06,36.04,55,1982.2
R003754,2025-04-01,C100754,1973,2068,95,1.03,97.85,55,5381.75
R003755,2025-04-01,C100755,4560,4621,61,1.06,64.66,55,3556.3
R003756,2025-04-01,C100756,3821,3920,99,1.03,101.97,55,5608.35
R003757,2025-04-01,C100757,2360,2453,93,1.05,97.65,55,5370.75
R003758,2025-04-01,C100758,2833,2933,100,1.03,103.0,55,5665.0
R003759,2025-04-01,C100759,1318,1348,30,1.01,30.3,55,1666.5
R003760,2025-04-01,C100760,1243,1316,73,1.06,77.38,55,4255.9
R003761,2025-04-01,C100761,2852,2897,45,1.04,46.8,55,2574.0
R003762,2025-04-01,C100762,4863,4920,57,1.03,58.71,55,3229.05
R003763,2025-04-01,C100763,1655,1733,78,1.06,82.68,55,4547.4
R003764,2025-04-01,C100764,4358,4392,34,1.05,35.7,55,1963.5
R003765,2025-04-01,C100765,3848,3927,79,1.04,82.16,55,4518.8
R003766,2025-04-01,C100766,5097,5189,92,1.03,94.76,55,5211.8
R003767,2025-04-01,C100767,4937,4974,37,1.06,39.22,55,2157.1
R003768,2025-04-01,C100768,4404,4480,76,1.04,79.04,55,4347.2
R003769,2025-04-01,C100769,4153,4247,94,1.05,98.7,55,5428.5
R003770,2025-04-01,C100770,3576,3615,39,1.05,40.95,55,2252.25
R003771,2025-04-01,C100771,5118,5156,38,1.03,39.14,55,2152.7
R003772,2025-04-01,C100772,2132,2201,69,1.04,71.76,55,3946.8
R003773,2025-04-01,C100773,1744,1821,77,1.05,80.85,55,4446.75
R003774,2025-04-01,C100774,5102,5168,66,1.05,69.3,55,3811.5
R003775,2025-04-01,C100775,4584,4648,64,1.06,67.84,55,3731.2
R003776,2025-04-01,C100776,4899,4930,31,1.02,31.62,55,1739.1
R003777,2025-04-01,C100777,4339,4406,67,1.05,70.35,55,3869.25
R003778,2025-04-01,C100778,4235,4313,78,1.05,81.9,55,4504.5
R003779,2025-04-01,C100779,2146,2193,47,1.03,48.41,55,2662.55
R003780,2025-04-01,C100780,4531,4572,41,1.03,42.23,55,2322.65
R003781,2025-04-01,C100781,3156,3206,50,1.03,51.5,55,2832.5
R003782,2025-04-01,C100782,4601,4699,98,1.02,99.96,55,5497.8
R003783,2025-04-01,C100783,1931,1978,47,1.03,48.41,55,2662.55
R003784,2025-04-01,C100784,2900,2930,30,1.01,30.3,55,1666.5
R003785,2025-04-01,C100785,2518,2616,98,1.01,98.98,55,5443.9
R003786,2025-04-01,C100786,2346,2404,58,1.01,58.58,55,3221.9
R003787,2025-04-01,C100787,3337,3387,50,1.05,52.5,55,2887.5
R003788,2025-04-01,C100788,4704,4790,86,1.02,87.72,55,4824.6
R003789,2025-04-01,C100789,2786,2828,42,1.02,42.84,55,2356.2
R003790,2025-04-01,C100790,2747,2841,94,1.05,98.7,55,5428.5
R003791,2025-04-01,C100791,2766,2806,40,1.04,41.6,55,2288.0
R003792,2025-04-01,C100792,3584,3664,80,1.06,84.8,55,4664.0
R003793,2025-04-01,C100793,4100,4147,47,1.04,48.88,55,2688.4
R003794,2025-04-01,C100794,4354,4428,74,1.03,76.22,55,4192.1
R003795,2025-04-01,C100795,3950,4018,68,1.03,70.04,55,3852.2
R003796,2025-04-01,C100796,3127,3219,92,1.06,97.52,55,5363.6
R003797,2025-04-01,C100797,1664,1700,36,1.03,37.08,55,2039.4
R003798,2025-04-01,C100798,3491,3521,30,1.06,31.8,55,1749.0
R003799,2025-04-01,C100799,3464,3532,68,1.05,71.4,55,3927.0
R003800,2025-04-01,C100800,4357,4428,71,1.04,73.84,55,4061.2
R003801,2025-04-01,C100801,5258,5888,630,1.04,655.2,50,32760.0
R003802,2025-04-01,C100802,5068,5998,930,1.02,948.6,50,47430.0
R003803,2025-04-01,C100803,5285,6402,1117,1.04,1161.68,50,58084.0
R003804,2025-04-01,C100804,7807,9410,1603,1.05,1683.15,50,84157.5
R003805,2025-04-01,C100805,3849,5264,1415,1.04,1471.6,50,73580.0
R003806,2025-04-01,C100806,4216,4951,735,1.02,749.7,50,37485.0
R003807,2025-04-01,C100807,7767,9189,1422,1.04,1478.88,50,73944.0
R003808,2025-04-01,C100808,5568,7201,1633,1.04,1698.32,50,84916.0
R003809,2025-04-01,C100809,6994,8136,1142,1.05,1199.1,50,59955.0
R003810,2025-04-01,C100810,6313,6888,575,1.04,598.0,50,29900.0
R003811,2025-04-01,C100811,5001,5774,773,1.02,788.46,50,39423.0
R003812,2025-04-01,C100812,5125,5974,849,1.03,874.47,50,43723.5
R003813,2025-04-01,C100813,4446,6182,1736,1.05,1822.8,50,91140.0
R003814,2025-04-01,C100814,4887,5560,673,1.06,713.38,50,35669.0
R003815,2025-04-01,C100815,5548,6078,530,1.06,561.8,50,28090.0
R003816,2025-04-01,C100816,7626,8842,1216,1.01,1228.16,50,61408.0
R003817,2025-04-01,C100817,6368,7215,847,1.06,897.82,50,44891.0
R003818,2025-04-01,C100818,6190,7548,1358,1.02,1385.16,50,69258.0
R003819,2025-04-01,C100819,5675,6796,1121,1.02,1143.42,50,57171.0
R003820,2025-04-01,C100820,6878,8436,1558,1.04,1620.32,50,81016.0
R003821,2025-04-01,C100821,7735,8384,649,1.02,661.98,50,33099.0
R003822,2025-04-01,C100822,4604,5506,902,1.05,947.1,50,47355.0
R003823,2025-04-01,C100823,7422,8794,1372,1.06,1454.32,50,72716.0
R003824,2025-04-01,C100824,7736,9514,1778,1.02,1813.56,50,90678.0
R003825,2025-04-01,C100825,7312,8521,1209,1.02,1233.18,50,61659.0
R003826,2025-04-01,C100826,8641,9668,1027,1.02,1047.54,50,52377.0
R003827,2025-04-01,C100827,6787,7843,1056,1.03,1087.68,50,54384.0
R003828,2025-04-01,C100828,6893,7615,722,1.02,736.44,50,36822.0
R003829,2025-04-01,C100829,6381,8006,1625,1.03,1673.75,50,83687.5
R003830,2025-04-01,C100830,6406,8062,1656,1.06,1755.36,50,87768.0
R003831,2025-04-01,C100831,7045,8729,1684,1.01,1700.84,50,85042.0
